Price,Close,High,Low,Open,Volume
Ticker,GF=F,GF=F,GF=F,GF=F,GF=F
Date,,,,,
2021-06-15,156.8249969482422,157.39999389648438,154.72500610351562,154.8249969482422,5770
2021-06-16,157.6999969482422,158.10000610351562,155.6999969482422,156.1750030517578,4596
2021-06-17,157.39999389648438,160.14999389648438,156.75,158.3000030517578,5766
2021-06-18,155.02499389648438,157.6999969482422,154.89999389648438,156.25,4081
2021-06-21,155.10000610351562,156.375,153.60000610351562,156.0749969482422,2816
2021-06-22,158.35000610351562,159.5,155.22500610351562,155.25,5054
2021-06-23,155.6999969482422,159.35000610351562,155.4250030517578,158.39999389648438,3775
2021-06-24,157.14999389648438,157.60000610351562,155.8249969482422,157.25,2732
2021-06-25,159.5500030517578,159.6750030517578,156.47500610351562,157.02499389648438,2942
2021-06-28,156.35000610351562,159.64999389648438,156.0500030517578,159.625,5227
2021-06-29,157.39999389648438,158.14999389648438,155.39999389648438,156.6999969482422,3875
2021-06-30,154.625,158.625,153.625,157.875,7567
2021-07-01,156.3249969482422,157.77499389648438,152.1999969482422,153.14999389648438,6085
2021-07-02,157.0500030517578,158.3249969482422,155.9250030517578,156.5500030517578,3726
2021-07-06,160.625,160.9250030517578,157.75,158.1750030517578,5191
2021-07-07,159.0,161.10000610351562,158.3000030517578,160.5,5175
2021-07-08,157.3249969482422,159.35000610351562,156.75,159.27499389648438,5441
2021-07-09,159.1750030517578,159.77499389648438,156.875,157.5749969482422,5798
2021-07-12,158.14999389648438,159.14999389648438,157.60000610351562,158.97500610351562,5555
2021-07-13,158.8249969482422,159.375,157.3000030517578,158.0,5889
2021-07-14,156.9499969482422,159.3249969482422,156.3000030517578,159.14999389648438,5977
2021-07-15,157.375,158.27499389648438,156.52499389648438,157.0749969482422,4033
2021-07-16,155.625,157.52499389648438,155.5,157.0,3999
2021-07-19,157.375,157.875,154.10000610351562,155.35000610351562,5516
2021-07-20,155.52499389648438,156.9499969482422,155.1750030517578,156.8000030517578,4306
2021-07-21,156.77499389648438,156.97500610351562,154.77499389648438,155.14999389648438,2911
2021-07-22,158.1999969482422,159.3000030517578,157.3249969482422,157.5,2936
2021-07-23,160.0749969482422,160.35000610351562,158.0749969482422,158.3000030517578,3253
2021-07-26,162.1999969482422,163.14999389648438,160.35000610351562,160.4499969482422,3358
2021-07-27,160.6999969482422,162.47500610351562,160.5,161.85000610351562,3086
2021-07-28,160.1750030517578,161.02499389648438,159.6999969482422,160.75,2145
2021-07-29,158.5,160.27499389648438,158.3000030517578,160.27499389648438,1695
2021-07-30,158.1750030517578,159.1750030517578,157.60000610351562,159.02499389648438,1447
2021-08-02,158.25,159.9250030517578,157.875,158.8249969482422,1395
2021-08-03,158.89999389648438,160.0,158.125,158.72500610351562,1488
2021-08-04,159.1999969482422,159.85000610351562,158.4250030517578,159.3249969482422,1350
2021-08-05,157.64999389648438,159.3000030517578,157.35000610351562,159.125,1893
2021-08-06,159.85000610351562,160.1750030517578,156.8000030517578,157.85000610351562,2001
2021-08-09,159.3000030517578,160.22500610351562,158.625,160.22500610351562,1131
2021-08-10,159.3249969482422,160.0500030517578,158.625,159.35000610351562,744
2021-08-11,158.77499389648438,159.35000610351562,158.375,159.0,771
2021-08-12,158.6999969482422,159.77499389648438,157.3249969482422,158.5,1109
2021-08-13,158.0500030517578,158.75,157.77499389648438,158.6750030517578,527
2021-08-16,157.1999969482422,158.47500610351562,157.0,158.1999969482422,968
2021-08-17,156.5749969482422,157.39999389648438,156.5500030517578,157.1999969482422,770
2021-08-18,158.85000610351562,159.14999389648438,156.5500030517578,156.75,687
2021-08-19,158.27499389648438,158.5,157.625,158.4250030517578,579
2021-08-20,159.02499389648438,159.39999389648438,157.64999389648438,157.85000610351562,842
2021-08-23,158.1999969482422,158.89999389648438,157.5,158.3000030517578,1614
2021-08-24,158.5749969482422,159.0,157.9499969482422,158.4499969482422,1224
2021-08-25,159.3000030517578,159.6999969482422,158.8000030517578,159.0,920
2021-08-26,159.4499969482422,159.5500030517578,158.85000610351562,159.1750030517578,2356
2021-08-27,164.64999389648438,165.35000610351562,163.5749969482422,165.125,1835
2021-08-30,164.0500030517578,165.39999389648438,163.875,164.5500030517578,1755
2021-08-31,163.0,164.6750030517578,162.8000030517578,164.375,2199
2021-09-01,162.9250030517578,163.8000030517578,162.47500610351562,162.85000610351562,1701
2021-09-02,160.3000030517578,162.9250030517578,159.47500610351562,162.8249969482422,2972
2021-09-03,158.47500610351562,161.0500030517578,158.14999389648438,160.75,1753
2021-09-07,156.27499389648438,159.22500610351562,155.6999969482422,158.97500610351562,1820
2021-09-08,156.0500030517578,157.6999969482422,155.77499389648438,156.35000610351562,1454
2021-09-09,155.75,156.97500610351562,155.5,156.0749969482422,678
2021-09-10,154.25,155.89999389648438,153.25,155.75,1507
2021-09-13,152.1999969482422,153.77499389648438,151.5,152.89999389648438,1009
2021-09-14,155.27499389648438,155.60000610351562,152.5,152.5,921
2021-09-15,154.72500610351562,155.9499969482422,154.625,155.5,740
2021-09-16,155.875,156.125,154.0749969482422,154.5,571
2021-09-17,154.875,155.625,154.47500610351562,155.5,228
2021-09-20,155.0,155.39999389648438,153.77499389648438,154.1750030517578,327
2021-09-21,154.85000610351562,155.875,154.6999969482422,155.47500610351562,344
2021-09-22,154.8000030517578,155.10000610351562,154.5500030517578,154.9499969482422,756
2021-09-23,154.89999389648438,155.5500030517578,154.77499389648438,155.375,567
2021-09-24,154.625,155.02499389648438,154.47500610351562,154.8000030517578,530
2021-09-27,154.25,154.8000030517578,154.125,154.5,445
2021-09-28,154.39999389648438,154.64999389648438,154.0500030517578,154.25,311
2021-09-29,154.27499389648438,154.4499969482422,153.75,154.0,512
2021-09-30,153.9250030517578,154.3000030517578,153.89999389648438,154.1999969482422,2192
2021-10-01,152.75,153.89999389648438,152.5,153.02499389648438,1063
2021-10-04,155.0,155.52499389648438,152.52499389648438,153.0,1003
2021-10-05,156.10000610351562,157.47500610351562,155.0,155.27499389648438,1876
2021-10-06,156.8000030517578,157.10000610351562,155.10000610351562,155.97500610351562,994
2021-10-07,160.35000610351562,160.39999389648438,157.02499389648438,157.02499389648438,1937
2021-10-08,159.47500610351562,160.60000610351562,159.35000610351562,160.0,1236
2021-10-11,159.3249969482422,159.64999389648438,158.875,159.22500610351562,965
2021-10-12,158.5749969482422,159.39999389648438,158.25,159.22500610351562,905
2021-10-13,157.64999389648438,158.5749969482422,157.52499389648438,158.4499969482422,875
2021-10-14,158.4250030517578,158.5,157.22500610351562,157.60000610351562,561
2021-10-15,157.5749969482422,158.22500610351562,157.3000030517578,158.1999969482422,425
2021-10-18,155.75,157.5749969482422,155.64999389648438,157.5749969482422,443
2021-10-19,155.10000610351562,157.0,155.0,155.8000030517578,487
2021-10-20,155.9250030517578,156.0500030517578,155.0749969482422,155.3000030517578,538
2021-10-21,156.25,157.02499389648438,156.125,156.4250030517578,558
2021-10-22,155.4250030517578,156.35000610351562,155.1750030517578,156.35000610351562,539
2021-10-25,155.625,156.39999389648438,155.4250030517578,156.0,406
2021-10-26,155.97500610351562,156.0500030517578,155.375,155.64999389648438,502
2021-10-27,156.5,156.60000610351562,155.89999389648438,156.14999389648438,475
2021-10-28,156.6750030517578,156.77499389648438,156.0,156.75,1828
2021-10-29,156.5749969482422,158.35000610351562,156.1750030517578,157.75,1856
2021-11-01,154.39999389648438,157.35000610351562,152.72500610351562,156.5749969482422,2638
2021-11-02,157.5749969482422,157.8249969482422,154.39999389648438,154.39999389648438,1478
2021-11-03,159.1750030517578,160.0,157.9499969482422,157.9499969482422,1876
2021-11-04,158.02499389648438,159.3249969482422,157.9499969482422,159.0,1367
2021-11-05,158.875,159.52499389648438,157.5749969482422,158.22500610351562,1457
2021-11-08,158.5749969482422,158.9250030517578,157.77499389648438,158.5,1263
2021-11-09,157.89999389648438,158.6999969482422,157.625,158.6999969482422,892
2021-11-10,156.64999389648438,157.5749969482422,156.3249969482422,157.3000030517578,907
2021-11-11,157.3249969482422,157.60000610351562,156.4499969482422,156.64999389648438,719
2021-11-12,156.25,157.5500030517578,155.64999389648438,157.3249969482422,773
2021-11-15,155.9250030517578,156.1999969482422,155.625,156.1999969482422,820
2021-11-16,155.64999389648438,156.25,155.5500030517578,155.85000610351562,712
2021-11-17,156.0749969482422,156.1999969482422,155.47500610351562,155.8000030517578,1001
2021-11-18,155.9250030517578,156.0749969482422,155.8249969482422,156.0749969482422,6035
2021-11-19,160.9250030517578,162.0749969482422,160.75,161.47500610351562,4132
2021-11-22,161.6999969482422,161.97500610351562,160.10000610351562,160.77499389648438,3024
2021-11-23,164.375,164.75,161.85000610351562,161.97500610351562,6067
2021-11-24,166.9250030517578,167.22500610351562,164.22500610351562,164.6750030517578,5632
2021-11-26,167.14999389648438,168.1750030517578,164.0,164.0749969482422,5536
2021-11-29,165.72500610351562,168.3000030517578,165.1750030517578,167.5,6511
2021-11-30,164.85000610351562,167.10000610351562,163.375,165.1999969482422,7207
2021-12-01,165.8249969482422,166.5,164.9250030517578,165.0,4498
2021-12-02,165.77499389648438,165.9250030517578,164.9499969482422,165.39999389648438,4289
2021-12-03,164.125,166.6999969482422,163.1999969482422,165.89999389648438,4573
2021-12-06,165.25,165.5749969482422,162.8249969482422,164.0,5259
2021-12-07,165.02499389648438,165.6999969482422,164.25,165.27499389648438,4263
2021-12-08,163.39999389648438,164.97500610351562,163.02499389648438,164.97500610351562,4473
2021-12-09,164.0749969482422,164.3249969482422,163.0,163.39999389648438,5872
2021-12-10,164.875,165.5,163.72500610351562,164.0,4443
2021-12-13,165.52499389648438,166.0749969482422,163.89999389648438,164.89999389648438,4654
2021-12-14,164.5749969482422,165.85000610351562,164.3000030517578,165.375,3026
2021-12-15,163.4250030517578,164.6999969482422,163.1999969482422,164.5,3482
2021-12-16,162.5749969482422,163.77499389648438,161.5,163.77499389648438,4540
2021-12-17,160.25,162.89999389648438,160.0500030517578,162.75,4596
2021-12-20,159.22500610351562,159.97500610351562,158.39999389648438,159.89999389648438,3054
2021-12-21,160.85000610351562,161.35000610351562,159.1999969482422,159.5,3073
2021-12-22,161.77499389648438,162.14999389648438,160.02499389648438,160.5500030517578,2815
2021-12-23,163.4499969482422,163.72500610351562,161.10000610351562,161.5749969482422,1818
2021-12-27,162.39999389648438,163.5,161.875,163.25,1789
2021-12-28,163.5500030517578,164.10000610351562,162.625,162.75,1935
2021-12-29,165.875,166.0,164.22500610351562,164.22500610351562,1965
2021-12-30,166.3249969482422,167.0,165.5,165.9499969482422,1134
2021-12-31,166.875,167.5500030517578,165.9250030517578,166.5,672
2022-01-03,166.25,167.35000610351562,166.02499389648438,166.60000610351562,926
2022-01-04,162.6750030517578,165.5500030517578,161.60000610351562,165.5500030517578,2625
2022-01-05,162.125,162.89999389648438,161.5,162.60000610351562,1200
2022-01-06,162.5749969482422,162.9499969482422,160.875,161.9250030517578,889
2022-01-07,162.10000610351562,162.75,161.6750030517578,162.625,1153
2022-01-10,160.9250030517578,162.25,160.8000030517578,162.0,1159
2022-01-11,162.0749969482422,162.6750030517578,160.60000610351562,160.9499969482422,1022
2022-01-12,161.875,162.625,161.0500030517578,162.3000030517578,781
2022-01-13,162.9250030517578,162.97500610351562,161.5749969482422,161.89999389648438,804
2022-01-14,162.6999969482422,163.22500610351562,162.02499389648438,162.6999969482422,766
2022-01-18,161.4499969482422,162.47500610351562,161.14999389648438,162.0,698
2022-01-19,161.39999389648438,161.97500610351562,160.8249969482422,161.14999389648438,732
2022-01-20,161.1750030517578,161.8000030517578,160.9250030517578,161.60000610351562,663
2022-01-21,160.27499389648438,161.1999969482422,160.1750030517578,161.1999969482422,500
2022-01-24,158.47500610351562,159.85000610351562,157.64999389648438,159.72500610351562,1048
2022-01-25,158.5500030517578,158.6999969482422,158.1999969482422,158.39999389648438,386
2022-01-26,158.72500610351562,158.89999389648438,158.3249969482422,158.4499969482422,486
2022-01-27,158.9250030517578,159.125,158.75,159.125,3855
2022-01-28,159.625,160.625,158.625,159.5500030517578,5268
2022-01-31,163.02499389648438,163.25,159.75,159.875,7188
2022-02-01,163.6999969482422,164.14999389648438,162.22500610351562,163.5,5422
2022-02-02,166.875,167.22500610351562,163.72500610351562,163.89999389648438,8092
2022-02-03,166.72500610351562,167.9499969482422,166.10000610351562,166.875,4344
2022-02-04,166.10000610351562,167.1750030517578,165.72500610351562,166.35000610351562,3723
2022-02-07,165.02499389648438,166.0749969482422,164.4499969482422,165.4499969482422,5670
2022-02-08,166.875,167.3000030517578,164.3000030517578,165.25,5048
2022-02-09,168.27499389648438,168.85000610351562,166.625,166.89999389648438,6558
2022-02-10,166.72500610351562,169.0,166.52499389648438,167.875,5987
2022-02-11,166.22500610351562,168.60000610351562,166.0500030517578,166.5,4537
2022-02-14,166.875,167.8000030517578,165.6999969482422,166.14999389648438,4310
2022-02-15,168.72500610351562,169.375,167.14999389648438,167.1999969482422,5502
2022-02-16,167.4499969482422,168.77499389648438,166.89999389648438,168.4250030517578,3740
2022-02-17,166.1999969482422,167.39999389648438,165.89999389648438,167.39999389648438,3202
2022-02-18,165.4250030517578,166.22500610351562,165.1750030517578,166.22500610351562,3329
2022-02-22,164.22500610351562,165.72500610351562,163.25,165.125,4453
2022-02-23,162.77499389648438,164.3249969482422,162.625,164.22500610351562,4908
2022-02-24,159.10000610351562,160.3000030517578,156.52499389648438,160.0,8051
2022-02-25,160.02499389648438,162.35000610351562,159.3000030517578,161.85000610351562,3163
2022-02-28,157.72500610351562,159.85000610351562,156.22500610351562,158.10000610351562,3802
2022-03-01,156.27499389648438,157.85000610351562,156.0,156.10000610351562,2557
2022-03-02,158.3000030517578,159.1750030517578,156.6999969482422,156.6999969482422,1909
2022-03-03,156.35000610351562,157.77499389648438,155.9250030517578,157.5,1369
2022-03-04,153.125,155.77499389648438,150.1750030517578,154.52499389648438,2460
2022-03-07,154.60000610351562,155.8000030517578,152.3249969482422,153.22500610351562,1750
2022-03-08,154.02499389648438,155.625,152.625,154.1999969482422,2538
2022-03-09,154.0500030517578,155.02499389648438,153.5500030517578,155.02499389648438,959
2022-03-10,151.64999389648438,153.8000030517578,151.3249969482422,152.77499389648438,1397
2022-03-11,153.27499389648438,153.9250030517578,152.0,152.0500030517578,939
2022-03-14,155.9499969482422,156.6999969482422,153.64999389648438,154.3000030517578,1481
2022-03-15,156.35000610351562,157.14999389648438,155.64999389648438,157.0,841
2022-03-16,157.25,157.9499969482422,156.5,156.85000610351562,1099
2022-03-17,156.5500030517578,157.1999969482422,156.25,157.0,601
2022-03-18,157.0,157.6999969482422,156.39999389648438,156.39999389648438,578
2022-03-21,156.10000610351562,157.1999969482422,155.4250030517578,156.875,581
2022-03-22,156.3249969482422,157.35000610351562,156.02499389648438,156.60000610351562,373
2022-03-23,156.10000610351562,156.4499969482422,155.22500610351562,156.0,936
2022-03-24,156.77499389648438,157.0749969482422,156.22500610351562,156.52499389648438,633
2022-03-25,156.4250030517578,156.9499969482422,156.3000030517578,156.77499389648438,624
2022-03-28,156.10000610351562,156.4499969482422,155.97500610351562,156.39999389648438,573
2022-03-29,156.6999969482422,156.89999389648438,156.3000030517578,156.4250030517578,761
2022-03-30,155.97500610351562,156.60000610351562,155.875,156.5,703
2022-03-31,155.89999389648438,156.125,155.8249969482422,156.0500030517578,1364
2022-04-01,161.5749969482422,162.5749969482422,160.9250030517578,162.02499389648438,893
2022-04-04,158.375,161.6999969482422,158.0,161.14999389648438,1504
2022-04-05,156.125,157.75,155.14999389648438,157.60000610351562,2191
2022-04-06,157.10000610351562,157.3249969482422,155.0749969482422,156.60000610351562,1129
2022-04-07,156.39999389648438,158.1750030517578,156.02499389648438,157.47500610351562,1355
2022-04-08,156.5500030517578,157.6750030517578,156.10000610351562,156.47500610351562,757
2022-04-11,156.64999389648438,157.0,154.25,156.3249969482422,831
2022-04-12,157.75,158.0500030517578,156.0,156.5749969482422,906
2022-04-13,158.5500030517578,159.5,158.35000610351562,158.35000610351562,757
2022-04-14,158.1999969482422,158.72500610351562,157.6999969482422,158.0,512
2022-04-18,155.77499389648438,157.64999389648438,155.35000610351562,157.5500030517578,973
2022-04-19,156.64999389648438,157.0,155.89999389648438,156.22500610351562,660
2022-04-20,157.5,158.0,156.75,156.75,771
2022-04-21,158.4499969482422,158.5,157.47500610351562,157.64999389648438,788
2022-04-22,157.9499969482422,159.3000030517578,157.5500030517578,157.60000610351562,905
2022-04-25,156.5500030517578,157.39999389648438,156.27499389648438,157.39999389648438,1218
2022-04-26,156.1999969482422,156.64999389648438,155.9250030517578,156.5,1054
2022-04-27,156.1999969482422,156.77499389648438,156.14999389648438,156.5,796
2022-04-28,155.9250030517578,156.14999389648438,155.5,156.0500030517578,2929
2022-04-29,156.35000610351562,159.4499969482422,156.22500610351562,158.35000610351562,3015
2022-05-02,161.4250030517578,161.875,157.875,158.125,2323
2022-05-03,162.39999389648438,162.625,160.4499969482422,161.125,2086
2022-05-04,162.25,162.85000610351562,161.5,161.9499969482422,1519
2022-05-05,160.3249969482422,162.0,159.8249969482422,162.0,1269
2022-05-06,159.5500030517578,161.10000610351562,159.10000610351562,160.3249969482422,1503
2022-05-09,159.8000030517578,159.9499969482422,157.3249969482422,159.75,1268
2022-05-10,158.9250030517578,160.39999389648438,158.8000030517578,159.625,917
2022-05-11,158.14999389648438,159.375,157.35000610351562,158.8000030517578,1212
2022-05-12,156.875,158.35000610351562,156.64999389648438,158.1999969482422,1139
2022-05-13,157.875,158.60000610351562,156.6999969482422,156.97500610351562,847
2022-05-16,157.39999389648438,157.5,156.72500610351562,156.77499389648438,649
2022-05-17,157.1750030517578,157.8249969482422,157.02499389648438,157.375,849
2022-05-18,155.85000610351562,156.85000610351562,155.5500030517578,156.5500030517578,1350
2022-05-19,154.125,155.14999389648438,154.0500030517578,155.0749969482422,1453
2022-05-20,153.39999389648438,154.25,153.22500610351562,153.9499969482422,1367
2022-05-23,153.4499969482422,153.6750030517578,153.0,153.10000610351562,838
2022-05-24,154.5,154.60000610351562,153.60000610351562,153.60000610351562,1018
2022-05-25,154.60000610351562,155.125,154.4250030517578,154.85000610351562,1118
2022-05-26,154.5749969482422,154.77499389648438,154.3249969482422,154.60000610351562,3605
2022-05-27,166.3249969482422,167.4499969482422,165.6999969482422,166.625,3348
2022-05-31,165.125,168.375,164.75,166.77499389648438,6216
2022-06-01,169.72500610351562,170.22500610351562,165.02499389648438,165.27499389648438,8198
2022-06-02,172.9499969482422,173.60000610351562,169.27499389648438,169.72500610351562,8807
2022-06-03,173.875,174.27499389648438,172.14999389648438,173.0,6283
2022-06-06,171.97500610351562,174.1750030517578,171.6999969482422,172.75,5394
2022-06-07,172.4499969482422,172.6750030517578,171.0,171.5,4356
2022-06-08,175.64999389648438,176.5749969482422,171.9250030517578,172.0,7482
2022-06-09,176.02499389648438,176.875,175.5500030517578,175.89999389648438,6607
2022-06-10,174.47500610351562,176.5,174.02499389648438,175.75,5328
2022-06-13,171.3249969482422,173.75,169.39999389648438,173.5,7674
2022-06-14,171.3000030517578,172.8000030517578,170.72500610351562,171.4499969482422,4509
2022-06-15,173.27499389648438,173.85000610351562,172.3000030517578,172.52499389648438,5324
2022-06-16,171.3000030517578,173.0500030517578,170.5500030517578,172.6750030517578,5027
2022-06-17,172.9499969482422,173.6999969482422,170.6999969482422,171.02499389648438,6219
2022-06-21,175.3000030517578,176.10000610351562,174.14999389648438,174.5,7764
2022-06-22,173.14999389648438,175.35000610351562,172.875,174.9499969482422,5848
2022-06-23,174.85000610351562,175.875,173.4499969482422,174.27499389648438,6972
2022-06-24,172.5,174.85000610351562,172.1999969482422,174.1999969482422,6895
2022-06-27,174.125,175.75,172.6750030517578,173.875,6754
2022-06-28,171.8249969482422,173.9499969482422,171.64999389648438,173.35000610351562,6844
2022-06-29,170.72500610351562,172.6750030517578,170.3249969482422,171.64999389648438,6846
2022-06-30,173.60000610351562,174.125,170.5749969482422,171.5,8744
2022-07-01,174.5,175.5749969482422,173.5500030517578,173.60000610351562,8173
2022-07-05,172.6999969482422,176.3249969482422,172.4499969482422,175.0,6647
2022-07-06,173.3000030517578,173.89999389648438,172.0749969482422,173.22500610351562,7525
2022-07-07,172.47500610351562,173.77499389648438,171.60000610351562,173.60000610351562,6594
2022-07-08,171.72500610351562,173.60000610351562,171.52499389648438,172.52499389648438,6947
2022-07-11,174.875,175.27499389648438,170.0,171.1999969482422,9553
2022-07-12,179.5749969482422,179.89999389648438,175.1750030517578,175.3000030517578,11489
2022-07-13,180.8000030517578,181.0,178.1750030517578,179.25,8960
2022-07-14,178.89999389648438,180.35000610351562,178.4499969482422,179.89999389648438,7190
2022-07-15,176.35000610351562,179.02499389648438,176.0749969482422,178.85000610351562,6679
2022-07-18,176.6750030517578,177.22500610351562,175.27499389648438,176.14999389648438,6024
2022-07-19,178.75,179.4499969482422,177.77499389648438,178.0,4748
2022-07-20,177.8249969482422,179.64999389648438,177.625,178.8249969482422,5587
2022-07-21,178.27499389648438,178.6750030517578,176.375,178.6750030517578,5248
2022-07-22,181.5500030517578,181.8249969482422,178.3249969482422,178.5500030517578,5524
2022-07-25,179.3000030517578,181.1750030517578,178.6999969482422,179.60000610351562,3855
2022-07-26,177.4250030517578,178.5749969482422,177.0,178.3000030517578,2626
2022-07-27,179.10000610351562,179.35000610351562,177.0,177.0,1953
2022-07-28,177.4250030517578,178.64999389648438,177.3000030517578,178.47500610351562,1490
2022-07-29,178.5749969482422,178.9499969482422,175.75,176.85000610351562,2311
2022-08-01,179.64999389648438,180.3249969482422,179.125,179.4499969482422,1449
2022-08-02,178.125,180.14999389648438,177.89999389648438,179.89999389648438,1817
2022-08-03,179.35000610351562,179.625,177.77499389648438,178.0,1576
2022-08-04,179.0749969482422,179.6999969482422,177.89999389648438,179.14999389648438,1176
2022-08-05,179.52499389648438,180.6999969482422,178.9499969482422,179.1750030517578,1546
2022-08-08,181.27499389648438,181.9499969482422,179.77499389648438,179.8249969482422,2244
2022-08-09,178.8000030517578,180.35000610351562,178.5,180.3000030517578,1812
2022-08-10,180.6750030517578,181.0749969482422,178.64999389648438,179.3000030517578,1542
2022-08-11,179.9499969482422,181.0500030517578,179.1750030517578,180.6750030517578,1358
2022-08-12,179.625,181.1750030517578,179.125,180.27499389648438,1430
2022-08-15,179.9250030517578,181.39999389648438,179.0,180.60000610351562,1239
2022-08-16,181.52499389648438,182.5,180.1999969482422,180.1999969482422,1529
2022-08-17,183.25,183.72500610351562,181.125,181.8000030517578,1293
2022-08-18,181.52499389648438,183.3249969482422,181.27499389648438,183.14999389648438,1170
2022-08-19,181.5,182.0749969482422,180.85000610351562,181.35000610351562,845
2022-08-22,181.39999389648438,181.875,181.0500030517578,181.0500030517578,1039
2022-08-23,180.89999389648438,181.4250030517578,180.5,181.0749969482422,783
2022-08-24,181.22500610351562,181.64999389648438,180.5,180.60000610351562,662
2022-08-25,181.875,181.89999389648438,181.3249969482422,181.3249969482422,3101
2022-08-26,182.1999969482422,184.60000610351562,181.89999389648438,184.3249969482422,2193
2022-08-29,179.9250030517578,181.625,179.52499389648438,181.5,3261
2022-08-30,182.1750030517578,182.64999389648438,180.85000610351562,181.3000030517578,2390
2022-08-31,182.4499969482422,183.0,182.0749969482422,182.77499389648438,1672
2022-09-01,183.14999389648438,184.14999389648438,182.625,182.6999969482422,1197
2022-09-02,183.875,184.0500030517578,182.22500610351562,182.9250030517578,1856
2022-09-06,184.1750030517578,185.3000030517578,183.4250030517578,183.4250030517578,2166
2022-09-07,182.02499389648438,183.97500610351562,181.8000030517578,183.5,2657
2022-09-08,182.3249969482422,182.875,181.4250030517578,182.8000030517578,1303
2022-09-09,183.0,183.64999389648438,182.22500610351562,182.64999389648438,1859
2022-09-12,181.52499389648438,183.625,181.0,182.72500610351562,1637
2022-09-13,179.4499969482422,181.72500610351562,178.5,181.52499389648438,1613
2022-09-14,179.97500610351562,180.47500610351562,178.8000030517578,179.4499969482422,1050
2022-09-15,179.35000610351562,179.85000610351562,178.9250030517578,179.64999389648438,693
2022-09-16,179.1999969482422,179.47500610351562,178.3000030517578,179.0,769
2022-09-19,179.9499969482422,180.02499389648438,178.89999389648438,179.4499969482422,841
2022-09-20,178.8000030517578,180.35000610351562,178.64999389648438,179.60000610351562,954
2022-09-21,178.1750030517578,179.52499389648438,178.0500030517578,178.77499389648438,661
2022-09-22,178.1999969482422,178.97500610351562,178.0500030517578,178.60000610351562,702
2022-09-23,178.125,178.8000030517578,177.5749969482422,178.6999969482422,672
2022-09-26,176.875,178.60000610351562,176.75,177.9499969482422,824
2022-09-27,175.6999969482422,177.0,175.0500030517578,177.0,824
2022-09-28,175.375,175.97500610351562,174.9250030517578,175.6999969482422,634
2022-09-29,175.97500610351562,176.0749969482422,175.3249969482422,175.375,3132
2022-09-30,174.1750030517578,178.1999969482422,174.0,177.4250030517578,2786
2022-10-03,175.52499389648438,176.5500030517578,174.4250030517578,174.52499389648438,1387
2022-10-04,174.64999389648438,176.10000610351562,174.25,175.9499969482422,1417
2022-10-05,176.5500030517578,176.9499969482422,174.125,175.3000030517578,1922
2022-10-06,175.72500610351562,177.25,175.3249969482422,177.0749969482422,1692
2022-10-07,174.72500610351562,175.9499969482422,174.5500030517578,175.4250030517578,1541
2022-10-10,172.10000610351562,174.77499389648438,171.4499969482422,174.27499389648438,1704
2022-10-11,175.0749969482422,175.39999389648438,172.4250030517578,172.60000610351562,1778
2022-10-12,175.5,176.625,175.0,175.60000610351562,1521
2022-10-13,174.75,176.1750030517578,174.4499969482422,175.39999389648438,1484
2022-10-14,173.8000030517578,175.14999389648438,173.14999389648438,175.0,660
2022-10-17,174.75,175.1999969482422,173.77499389648438,173.875,1319
2022-10-18,174.8249969482422,175.60000610351562,174.5,174.89999389648438,1204
2022-10-19,175.22500610351562,175.47500610351562,174.6999969482422,175.0749969482422,1103
2022-10-20,175.5749969482422,175.6999969482422,175.02499389648438,175.02499389648438,704
2022-10-21,175.27499389648438,176.39999389648438,175.0749969482422,175.4499969482422,883
2022-10-24,175.6750030517578,175.77499389648438,175.14999389648438,175.14999389648438,919
2022-10-25,176.60000610351562,177.3249969482422,176.3000030517578,176.3000030517578,1114
2022-10-26,176.4250030517578,176.72500610351562,176.02499389648438,176.4499969482422,653
2022-10-27,175.97500610351562,176.25,175.8000030517578,176.1750030517578,1914
2022-10-28,177.875,178.9250030517578,177.6999969482422,178.0,1322
2022-10-31,177.625,177.9250030517578,175.75,176.5749969482422,2427
2022-11-01,176.9250030517578,178.14999389648438,176.6750030517578,177.25,1963
2022-11-02,178.9250030517578,179.22500610351562,177.89999389648438,177.97500610351562,2482
2022-11-03,178.0,179.1999969482422,177.25,179.0,3369
2022-11-04,177.8249969482422,178.8249969482422,177.5,177.625,1479
2022-11-07,178.22500610351562,178.4499969482422,177.52499389648438,178.10000610351562,597
2022-11-08,178.27499389648438,178.625,177.72500610351562,178.35000610351562,691
2022-11-09,177.72500610351562,178.25,177.4499969482422,178.125,824
2022-11-10,178.625,178.75,177.5,177.6999969482422,1315
2022-11-11,176.9499969482422,178.1999969482422,176.85000610351562,178.1750030517578,1234
2022-11-14,176.9499969482422,177.3000030517578,176.4499969482422,176.85000610351562,1088
2022-11-15,175.6750030517578,176.9250030517578,175.52499389648438,176.8249969482422,1364
2022-11-16,175.6999969482422,176.10000610351562,175.3000030517578,175.89999389648438,947
2022-11-17,175.85000610351562,176.0500030517578,175.5749969482422,175.64999389648438,10831
2022-11-18,180.77499389648438,181.1999969482422,179.27499389648438,179.97500610351562,7579
2022-11-21,182.625,183.0749969482422,181.5,181.5,7541
2022-11-22,181.6750030517578,182.5,181.1999969482422,182.47500610351562,6347
2022-11-23,179.25,182.0500030517578,179.0500030517578,182.0500030517578,6910
